"cand_id","cand_name","cand_pty_affiliation"
"P60014776","MCAFEE, JOHN DAVID","LIB"
"P60014784","DONELSON, ANDREW","NON"
"P60014792","DRAKE, WILEY SMEAD","NNE"
"P60014800","TRAMP, DONALD","UST"
"P60014818","ASS, MMMM DAT MR.","IND"
"P60014834","BARO, PARKER JOHN","NPA"
"P60014842","PEASE, JEFFREY SCOTT CAPTAIN II","W"
"P60014859","MCSATANANTICHRIST, CHILDEATER/MOLESTER","REP"
"P60014867","POONTANG OLE BISCUIT BARREL, TARQUIN F","SIL"
"P60014875","WELCH, VICTOR M. W. REVEREND","OTH"
"P60014883","LANGAN, DOUGLAS GARRETT REV. DR.","W"
"P60014891","DUMP, TRONALD","REP"
"P60014909","ROBINSON JR, JACK BURTON","LIB"
"P60014917","ROBINSON, CINDY ANN","IND"
"P60014925","JOY, MATTHEW","OTH"
"P60014933","RAMIE, TIFFANY KISHWANDA","DEM"
"P60014941","PRICE, ROSS","UNI"
"P60014958","BURWELL, TROY","IND"
"P60014966","WALSH, BRUCE MR","DEM"
"P60014974","ORTIZ, ANDREW RONALD","IND"
"P60014982","BRACKMAN, BLOSSOM V","NNE"
"P60014990","PINON, GILBERT PAUL","DEM"
"P60015005","DAITCH, DAVID JAY MR","W"
"P60015013","PENDLETON, CATHY JOHNSON","DEM"
"P60015021","BAXTER, ADAM CRAIG MR","NPA"
"P60015039","RITZ, LEONARD","UN"
"P60015047","TERAN, VIRGINIA MORALES MS","DEM"
"P60015054","RUCINSKI, GABRIEL","OTH"
"P60015062","POPLIN, SVEN","NPA"
"P60015070","NUTZ, HOLD MA","UST"
"P60015088","PULAK, THABIT","UN"
"P60015096","HENNING, GARY WAYNE MR.","REP"
"P60015104","HALLOWAY, MARK ROBERT","REP"
"P60015112","QUINCEL, ROBERT TODD","DEM"
"P60015120","COFER, DANE","IND"
"P60015138","COFER, DANE TAYLOR","DEM"
"P60015146","COFER, DANE T. S.","REP"
"P60015153","PRESIDENT, BANANA FOR","UN"
"P60015161","TAYLOR, RYLAN","MLG"
"P60015179","SOLTAU, JOSEPH SHANE","NNE"
"P60015187","IRIZARRY, MICHAEL JOHN","IND"
"P60015195","WRIGHT, JOHN MING THE MERCILESS","IND"
"P60015203","PALUMBO, PAUL","ME"
"P60015211","KUSH, BANANA DANK REVEREND","USM"
"P60015229","B, LIL BASED GOD","DEM"
"P60015237","BRYAN, JOHN","OTH"
"P60015245","JOSHI, ANIK MR","IND"
"P60015252","CLARK, JAYDEN MICHAEL MR","IND"
"P60015260","JNAWTS, HUGH LXIX THA MC","IND"
"P60015278","HAKEEM, JAWAD HASHEM","DEM"
"P60015286","DRAGON, MX. ACTUAL LITERAL","SUS"
"P60015294","CAT, COURTHOUSE D","IND"
"P60015302","TOPICZ, JERRY","IDP"
"P60015310","CANADA, JOE",""
"P60015328","DAVIS, LANCE UGLY NATION MR","NPA"
"P60015336","BROWN, KENNEDY KING MR.","DEM"
"P60015344","CTHULU, OURLORDANDSAVIOR DR.","COM"
"P60015351","BASIAGO, ANDREW DANIEL","IND"
"P60015369","FIECHTNER, F CHARLES ADAM SR",""
"P60015377","FIEDLER, MICHAEL WILLIAM MD","IND"
"P60015385","RANDY SAVAGE, GHOST OF MACHO MAN","DEM"
"P60015393","ZAMANSKI, JEFFREY","W"
"P60015401","HYNES, LIZ DANGER","W"
"P60015419","KOPITKE, KYLE KENLEY DOCTOR","IND"
"P60015427","AREVALO, NORMAN","AIP"
"P60015435","RODRIGUEZ, JAMES WARD","REP"
"P60015443","CHILDS, STEVEN LEE MR.","LIB"
"P60015450","SCHULTZ, ADAM","UN"
"P60015468","KENG$, SWAGMASTA420 SIR","IND"
"P60015476","MARSTON DAVID L SR","IND"
"P60015484","MOORE, KOEN ROBERT","IND"
"P60015492","GREZEBYK, KANDY KAY","IND"
"P60015518","RAMSEY, JOANTHAN ANDREW","IND"
"P60015526","FAHL, MICHAEL TRAVIS","OTH"
"P60015534","HINKLE, GARY CHARLES","REP"
"P60015542","HEINEMANN, THOMAS GEORGE","IND"
"P60015559","COLEMAN, KEVIN","IND"
"P60015575","WEENUR, DREW P.","IND"
"P60015583","BALLS, KC MATZO","IND"
"P60015591","MCGEE, ROBERT DERK","REP"
"P60015609","BEEBE, JAMES WESLEY DR","DEM"
"P60015617","JONES, ELVIS BUBBA","REP"
"P60015625","LACOMB, RODNEY DALE MR","IND"
"P60015633","HONEST, LEZBE","IND"
"P60015641","HUSTUS, TREVOR JAMES","REP"
"P60015658","WESTERVELT, HAROLD POPE III","REP"
"P60015666","AKAINU, SAKAZUKI F ADMIRAL","CRV"
"P60015674","DEATHBRINGER, LESALE VENOMANCER","GRE"
"P60015682","CARR?T, BUNNY H. MS.","UNK"
"P60015690","PHILLIPS, CHRIS MR.","IND"
"P60015708","KHANNA, BENJAMIN ANTONIO","IND"
"P60015716","LYNCH, WILLIAM CHARLES","DEM"
"P60015724","BURKE, STEVE","DEM"
"P60015732","HAWK, JEFFREY A","REP"
"P60015740","O'NEILL, BRIAN","DEM"
"P60015757","TRACY, ROBERT BRUCE","REP"
"P60015765","ENNIS, P DR. JR","COM"
"P60015773","MANELSKI, DEVON MARCUS","IND"
"P60015799","ELMORE, CURTIS MARLOW MR.","VOL"
"P60015807","COOK, TIMOTHY","REP"
"P60015815","JACKSON, KRIS","REP"
"P60015823","SCHROADER, KEITH PATRICK DR","DRP"
"P60015831","OLSON, BRADY","PRO"
"P60015849","HUMPHREYS, DEVIN","REP"
"P60015856","DUNCAN, JASON MICHAEL","IND"
"P60015864","WILLMON, PAUL RYU MICHAEL","W"
"P60015872","JACKSON, MYRON LAWRENCE HOLY","UN"
"P60015880","WELLY, JELLY","IND"
"P60015898","LANDE CLARK, MICHELLE MARIE MRS.","DEM"
"P60015906","THIRSK, ERIK JOHN","IND"
"P60015914","SLAYDON, NICHOLAS","SOC"
"P60015922","LEE, THOMAS PAUL","IND"
"P60015930","SWIFT, TAYLOR","UNK"
"P60015948","WILLIAMS, SAUL III","DEM"
"P60015955","DEWEY, JARED ALEXANDER","REP"
"P60015963","KENDALL, ALAN JAMES","CRV"
"P60015971","EBY, CHANDLER KADE","REP"
"P60015989","KUSH, GEORGE W MLG","IND"
"P60015997","SERINO, CHRISTIAN THOMAS","DEM"
"P60016003","WESTRTHOSE, KANYEWHAT DEEZNUTZ KANYE T","IND"
"P60016011","SUPRUN, DANIEL FRANCIS MR","IND"
"P60016029","NIELSEN, BAILEY","IND"
"P60016037","SIMONSEN, DARIAN","IND"
"P60016045","OLIVER, TATE","IND"
"P60016052","HOUK, GRIFFEN","IND"
"P60016060","MARSHALL, KYLE","DEM"
"P60016078","RUBERTT, RUSSELL JR","IND"
"P60016086","COULTER, AUSTIN ALLEN MCEWAN","IND"
"P60016094","YATES, PRESLEY R","IND"
"P60016102","CARPER, KYRSTIN","IND"
"P60016110","BENTLEY, JAMES","IND"
"P60016128","WALLETTE, SAMANTHA","IND"
"P60016136","WHITE, CHANDLER","OTH"
"P60016144","WHITE, PARIS","IND"
"P60016151","EASTMAN, PHELAN","REP"
"P60016169","DAVIS, JEREMY","IND"
"P60016177","MALESIC, JACOB WYNN","REP"
"P60016185","CATE, ANTHONY","DEM"
"P60016193","OLIVER, TIARA ASHLEY",""
"P60016201","HELLSTROM, JACK HENRY ALLEN","IND"
"P60016219","POLLOCK, LINDSY","IND"
"P60016227","DORSEY, CHASE","DEM"
"P60016235","RILOMETO, JELTON","REP"
"P60016243","WADSWORTH, MIKAYLA","IND"
"P60016250","DITTMAN, MEGAYN  ASHLEE","DEM"
"P60016268","A$$, DAT PHAT","REP"
"P60016276","HARRIS, KELVIN KEITH MR.","DEM"
"P60016284","OSKAR SOHAM, JOSH MORDECAI JAY PRAGOON","COM"
"P60016292","SCHWEIGERT, MARGARET ELIZABETH","DEM"
"P60016300","HABJAN, JOHN","OTH"
"P60016318","LOLMYNAMEISJON, @","PAF"
"P60016326","ABABIY, JON","PAF"
"P60016334","DUTZ, NEEZ MR.","IND"
"P60016342","DE  LA  FUENTE, ROQUE ROCKY","DEM"
"P60016359","SHARK, LEFT","IND"
"P60016367","GARCIA, MALISIA","LP"
"P60016375","LEONHARDT, SHAWN","WPP"
"P60016383","KITTINGTON, VALMA","REP"
"P60016391","CORRY, MATTHEW","DEM"
"P60016409","RUDEEN, ARRON","IND"
"P60016417","HEYDARI, NICOLE MARIAM","IND"
"P60016425","GREEN, DON","REP"
"P60016433","ALLEN, ALICE","DEM"
"P60016441","THOLE, LUKE ANTHONY","DEM"
"P60016458","WEBBER, DAVID A","IND"
"P60016466","NEGLE, THOMAS EDWARD","REP"
"P60016474","HORISK, ETHAN MR.","REP"
"P60016482","MOGYOROSSY, JULIUS E.","DEM"
"P60016490","KUBACH, NATHAN K","REP"
"P60016508","HALE, JOHN DAVID","LIB"
"P60016516","DUROUSSEAU, JAYLEM LORENZ ALLEN","IND"
"P60016524","OBERDOVE, JESSE","OTH"
"P60016532","MISSELT, STEVEN ERIK","DEM"
"P60016540","SALEH, KASSEM RICHARD MR","IND"
"P60016565","AREF, FAHIM FAHIM JR","IND"
"P60016573","SIMMONS, RICHARD TEAGLE","NPA"
"P60016581","KAZOO, FREDRICKSON ASSHAT","OTH"
"P60016599","RAY, GENE DR.","OTH"
"P60016607","STONE, CARY ALLEN MR.","IND"
"P60016615","EVERS, JOSHUA","W"
"P60016623","SMITH, MICHAEL","IND"
"P60016631","HITLERDID, NOTHINGWRONG","IND"
"P60016649","BUSHDID, 9/11","IND"
"P60016656","BERMAN, FONZI","UN"
"P60016664","COXWELL, KIRSTEN","DEM"
"P60016672","JOHNSON, BORIS DE PFEFFEL RT. HON. MP","CRV"
"P60016680","FIGUEROA, EDWIN MR","DEM"
"P60016698","BEELER, MATTHEW DALE 'EBOLA'","IND"
"P60016706","DEBATE, EMBRACE THE","REP"
"P60016714","MAO, ANDREW","DEM"
"P60016722","HOTOP, TIM","REP"
"P60016730","REECE, LEVI GARRETT","REP"
"P60016748","JIMENEZ, COMETA","DOG"
"P60016755","TOLERTON, NICHOLAS","IND"
"P60016763","LOUP, TONY","UN"
"P60016771","SAMUELSON, VIRGIL FARLY MR.","REP"
"P60016789","CENA, JOHN","SUS"
"P60016797","DIETRICH , GEORGE II","DEM"
"P60016805","MCMILLAN, JIMMY 'RENT IS TOO DAMN HIGH","REP"
"P60016813","CONRAD","NNE"
"P60016821","NUNN, BRETT A","REP"
"P60016839","BERGEVIN, RHETT RAYMOND","IND"
"P60016847","KICKS, MINISTER","IND"
"P60016854","POPE, MARTIN NEAL","UN"
"P60016862","OELTJENBRUNS, THOMAS COLE","REP"
"P60016870","MORROW, ERECK DANIEL MR.","N/A"
"P60016888","BORING, PAIJ","REP"
"P60016896","MILLER, JASON","DEM"
"P60016904","CLARK, SANTA ROY ALLEN","IND"
"P60016912","EPLEY, DAVID JACKSON","NPA"
"P60016920","PRAG, CHOMI","REP"
"P60016938","HART, CHRISTOPHER J MR.","W"
"P60016946","MARTIN, DANNY WAYNE","IND"
"P60016953","EGNOR, JAMES","IND"
"P60016961","GIBBS, NEVEN LEE SGT. FR.","NPA"
"P60016979","MATHESON, RICHARD LEE MR","W"
"P60016987","GRAUMAN, BARRY","NPA"
"P60016995","LAPOINTE, KEITH MR","W"
"P60017001","NYARLATHOTEP, CRAWLING CHAOS THE","COM"
"P60017019","SUMMERS, BUFFY ANNE","SUS"
"P60017027","MARKS, STEPHEN MR.","REF"
"P60017035","SILVA, ROD MR.","IND"
"P60017043","HUETTL, JEFF ALLAN","NON"
"P60017050","WALTERS, JENNIFER","GRE"
"P60017068","NATION, CARRIE","NAP"
"P60017076","GOLDMAN, EMMA","OE"
"P60017084","LIKECAILLOU, SWAGSWAG","AKI"
"P60017092","MARTOWSKA, MATTHEW","UN"
"P60017100","VALENTINE, JAMES","NNE"
"P60017118","PEARSON, DENNIS","DEM"
"P60017126","ALLEN, BRIAN CLIFFORD MR.","REP"
"P60017134","VANN, AARON NACNAN","DEM"
"P60017142","TOPPING, BRIAN KEITH","NNE"
"P60017159","CHRIST, JESUS","UN"
"P60017167","SKYWALKER, ANAKIN","NPA"
"P60017175","BECKER, ANTHONY MARK","IND"
"P60017209","PRYBER, CYNTHIA LOUISE MS","CRV"
"P60017217","EDWARDS, LA RESA","OTH"
"P60017225","LILPUP, LUCY CHIMI MRS.","REP"
"P60017233","GAVIN, TIMOTHY EUGENE MR JR","DEM"
"P60017241","BEDIO, DENISE","OTH"
"P60017258","MUCCI, JOSEPH","DEM"
"P60017266","JEKYLL, DR.","OTH"
"P60017274","IRWIN, PATRICK ROBERT","IND"
"P60017282","DAVIS, GARY GENE","DEM"
"P60017290","CAVAZOS, CYNTHIA T. MS.","IND"
"P60017308","KALE, STEPHEN DR.","DEM"
"P60017316","CHAN, CURE","PFP"
"P60017324","VADER, DARTH","W"
"P60017332","MARTIN, HARVEY MR.","DEM"
"P60017340","HEDGES, JAMES ARTHUR","OTH"
"P60017357","FROG, KERMIT","OTH"
"P60017365","DODDS, WILL","W"
"P60017373","HURTEAU, PAUL ROSAIRE","IND"
"P60017381","MANNING, KEVIN PAUL","IND"
"P60017399","MATOUSEK, MARK THOMAS DR.","ACE"
"P60017407","SISLER, JESSE","DEM"
"P60017415","HARPER, STEPHEN","CRV"
"P60017423","LYNCH, JAMES P SR","REP"
"P60017431","CARTER-GUTIERREZ, KRISTIE ALANA MRS.","IND"
"P60017449","DE MARCO, GUY ANTHONY","IND"
"P60017456","TOLBERT, ROBERT LEE MR","DEM"
"P60017464","OCONNOR, MATTHEW BRENDAN","NNE"
"P60017472","SUBER, DEXTER","UC"
"P60017480","BONGARDT, BRUCE DAVID","REP"
"P60017498","KNAUB, BILLY","W"
"P60017506","MONTAIGNE, ETHAN JACK THE TRAIN MR","REP"
"P60017514","MONTAIGNE, ETRAIN MR","REP"
"P60017522","WALLS, JIMELLE LEANNA","DEM"
"P60017530","LOGSDON, JACK LOUIS","IND"
"P60017548","SNOEYINK, NOLAN","REP"
"P60017555","VOLZ-HAZEL, MARILYN MICHELLE","IND"
"P60017563","PETERSEN, AUSTIN WADE","LIB"
"P60017571","COSTELLO, LAGOON THE DOLPHIN MR.","AIP"
"P60017589","SCHILLER, BRAD DR.","IND"
"P60017597","ROSE, RUBY SUMMER MADAME III","REP"
"P60017605","BROWN, TONY MICHAEL","DEM"
"P60017613","HENAO, DARREN MR. BIGDEE","OTH"
"P60017621","EPPERSON, JOHN EDWARD MR. III","LIB"
"P60017639","HAJILE, NOTLIMAH NAMKCALB","MGD"
"P60017647","CRITIC, NOSTALGIA","ACE"
"P60017654","QUAID, MARVEL JACK","ACE"
"P60017662","MORISSON, SAMUEL JOSEPH DENIS COLM","IND"
"P60017670","O'NEILL, JAMES J","REP"
"P60017688","HALL, DAVID EAMES","REP"
"P60017696","STEPHENS, HERBERT MURRAY","REP"
"P60017704","ZORN, ROBERT ERWIN","UNK"
"P60017712","FROHMAN, MARK FREDRIC PHD","IND"
"P60017720","MEEK, SCOTT ALLEN","IND"
"P60017738","ROSE, CINDY ELLEN MS.","REP"
"P60017746","CHAPPELL, CHRISTOPHER A","REP"
"P60017753","HIROSE, KOICHI","LRU"
"P60017761","ULTRAPERVERT, DJ","GRE"
"P60017779","PINEDA, ROY","COM"
"P60017787","SNACKBAR, ALLAH M","COM"
"P60017795","NOTBRUCEWAYNE, BATMAN","COM"
"P60017803","THE COCKROACH, ZORRO","COM"
"P60017811","SLATER, JEFFREY MR.","COM"
"P60017829","VOICE, STUDENT","IND"
"P60017837","ALLEN, JEREMIAH EDWARD","JCN"
"P60017845","HUEY, KEVIN GLENN","REP"
"P60017852","ROBERTS, CLIFTON LEE MR.","OTH"
"P60017860","GREUTER, CLIFTON G","W"
"P60017878","BURKHARDT, HELEN DR.","REP"
"P60017886","HODGES, SUMAYAH","DEM"
"P60017894","FALKENBERG, PAUL ROBERT","DEM"
"P60017902","WALLACE, JOHN STEPHEN","REP"
"P60017910","MCALLISTER, RENEE BETH","DEM"
"P60017928","MANN, ROBERT L","IND"
"P60017936","HAMMOND, EMANUEL D'CLAIBORNE","NNE"
"P60017951","RYAN, SEAN CRAWDADDY","AKI"
"P60017969","ROWE, BRANDON CORNING MR.","IND"
"P60017977","JACKSON, CRAIG ASHLEY DR. JR.","AIP"
"P60017985","SZATHMARY, DANIEL WILLIAM","OTH"
"P60017993","SHRUM, ROBERT MR.","REP"
"P60018009","REEVES, RANDALL DEAN","DEM"
"P60018017","SOLTYSIK, EMIDIO","SOC"
"P60018025","CURL, TRAVIS L.","IND"
"P60018033","JENSEN, NATHAN DAVID MR.","REP"
"P60018041","LEGAN, JAMES DAVID","IDP"
"P60018058","MATHIAS, LONNIE WAYNE","DEM"
"P60018066","WEST, KEVIN ANTHONY MR","UN"
"P60018074","MARSHALL, SHANT ANTOINE","W"
"P60018082","WILSON, STEVEN","W"
"P60018090","DADDY, DISCO","OTH"
"P60018108","BUCKET, BOB","DEM"
"P60018116","STEWART, MARK","DEM"
"P60018124","RUDEEN, AARON KENNETH","IND"
"P60018132","DOYLE, COLIN B","IND"
"P60018140","FOR PREZ, YODA","IND"
"P60018157","STARWARS, YODA","IND"
"P60018165","MYERS, J.R.","CON"
"P60018173","PLEASE, BITCH","REP"
"P60018181","BICH, PHUC DAT","REP"
"P60018199","FLOWERS, JASON MICHAEL","IND"
"P60018207","CHEESE, FOOT","NNE"
"P60018215","HAGERTY, TIMOTHY SHAWN MR.","DEM"
"P60018223","PARKER, JOHN STANLEY","IND"
"P60018231","KNIGHT, DAVID DREW","IND"
"P60018249","MALDONADO, JOSEPH A","IND"
"P60018256","FIELDS, KENNETH J","IND"
"P60018264","WILLIAMS, GUS MR.","DEM"
"P60018272","STEELE, ROBERT","LIB"
"P60018280","NASH, JAMES ELBERT","OTH"
"P60018298","WHANG, EDWARD SUNG","W"
"P60018306","BUTLER, NORMAN DOUGLAS","IND"
"P60018314","HAZZARD, SHANNONN MONROE","REP"
"P60018322","JONES, EDWARD CLAUDE","IND"
"P60018330","VALENTINE, STANLEY R","IND"
"P60018348","MELGAR, ANTONIO ORLANDO","DEM"
"P60018355","WEINRIB, ERIC","UN"
"P60018363","WOODARD, CHAD MR.","UN"
"P60018371","GLASGOW, NATHANIEL","REP"
"P60018389","ROY, JOHN CHARLES","UN"
"P60018397","GRIBBINS, CHRISTOPHER A","VET"
"P60018413","SKELETAL, MR, THANK","OTH"
"P60018421","COURTOIS, DAKOTA","IND"
"P60018439","PRESENT, THE GHOST OF CHRISTMAS MMXV","OE"
"P60018447","TEA, CAROL","THD"
"P60018454","YOUNG, KENNETH","RTL"
"P60018462","DEMARCO, ANGELO THOMAS","REP"
"P60018470","SIMMONS, BENJAMIN ANDREW MR.","UN"
"P60018488","COPEN, KAREN","REP"
"P60018496","MORRISSEY, JOHN FRENCH MR.","REP"
"P60018504","LUNGO, ROBERT FRANCIS","IND"
"P60018512","GRUMP, MISTER","IND"
"P60018520","HARRIS, ARTHUR MICHAEL","AIP"
"P60018538","SAGARIBAY, JEREMY DIEGO MR.","W"
"P60018546","EINSPAHR, KELVIN WALTER MR.","NPA"
"P60018553","CEDENO, ALBERTO A1 MR.","W"
"P60018561","STEINBROOK, MICHAEL LEE","IND"
"P60018579","MCCOY, MAX CAT","REP"
"P60018587","TOPPIN, GABRIEL RYAN MR. 1ST","REP"
"P60018595","GOAT, ANUS THE","DEM"
"P60018603","SELIM, RIMON MR.","REP"
"P60018611","JACKSON, DENNY CARROLL","DEM"
"P60018629","XIMENEZ, NICHOLAS","OTH"
"P60018645","STAHLE, RAYMOND LYNN MR","W"
"P60018652","DEFAZIO, ANTHONY LOUIS","REP"
"P60018660","PUTIN, VLADIMIR","COM"
"P60018678","GRISKIE, CHRISTIN NOEL","DEM"
"P60018686","ROSS, BOB","COM"
"P60018694","BELCHER, RAMEY","SOC"
"P60018702","BARBINE, MICHAEL W.","W"
"P60018710","PURDY, MASON ALAN","DEM"
"P60018728","AISHI, AYANO","W"
"P60018736","ANTICHRIST, THE","COM"
"P60018744","BACKUS, ALAN LESTER","IND"
"P60018751","WEBB-ALJALAL, AMI MERRIE",""
"P60018769","SMITH, WILLIAM ROGER","IND"
"P60018777","KAYSER, LUCY LOU MAYOR","W"
"P60018785","WANG, BILL MR.","BS"
"P60018793","TESTICLES, TOY","IND"
"P60018801","MOYOWASIFSA-CURRY, SEDINAM KINAMO CHRI","GRE"
"P60018819","FOURPOUNDER, CRACKED","FED"
"P60018827","TSE, FELIX MR.","COM"
"P60018835","TRUMP, THE MUSLIM DICTATOR","REP"
"P60018843","DAVID, ABRAHAM JOSEPH MR","DEM"
"P60018850","UTTER, ELI","DEM"
"P60018868","LIEGH, ZACHARIUS","DEM"
"P60018876","HYMAN, SCOTT","LIB"
"P60018884","CHRIS D ROCKMAN, JESUS IRON MAN MR. JR","IND"
"P60018892","SUCK, PONZI SCHEMES","NAP"
"P60018900","WOOLSEY, JAMES CURTIS","CON"
"P60018918","NORWOOD, QUINON MARVIN MR. IV","REP"
"P60018926","AUSTIN, DOROTHY JAMES","DEM"
"P60018934","HAMMEL, BRIANNA MAYANN","DEM"
"P60018942","SPEARS, LINDA MARIMARIE","IND"
"P60018959","SANTOS, CHRISTOPHER SR.","IND"
"P60018967","SLOCUM, HARLEY DAVID","UC"
"P60018975","MCCARTHY, STEPHEN JOHN","REP"
"P60018983","NIKLAWSKI, ANDREW","LIB"
"P60018991","TRUMP, DON'T VOTE FOR","COM"
"P60019007","ROGERS, STEPHEN ANDREW MR.","IDP"
"P60019015","MANDELA, BARACK OBAMA MR.","DEM"
"P60019023","CLARK, KYLE RYAN MR","UN"
"P60019031","FISCHER, JASON A","NON"
"P60019049","JOESTAR, JOHNNY","TX"
"P60019056","ZEPPELI, GYRO","SEP"
"P60019064","NERO, DIANE","UNK"
"P60019072","SUDDUTH, PAUL ALLEN MR. II","IND"
"P60019080","MCCALL, BENSON MR","IND"
"P60019098","SORENSON, JILLIAN MISS","LIB"
"P60019106","HAWES, CALVIS L","DEM"
"P60019114","MORRIS, LAIO CHANTELLE","NNE"
"P60019122","ATKINSON, WILLIAM FLOYD MR.","SUS"
"P60019130","MCDOWELL, ALYSSA DARA MS.","DEM"
"P60019148","PATER, JEROEN","IND"
"P60019155","ARNOLD-GALATI, AIDAN DONAVON","NNE"
"P60019163","WANG, STANLEY","OTH"
"P60019171","SAYWARD, ERIC","NNE"
"P60019189","MARADIANOS, PETE","AIC"
"P60019197","FOX, POGE _","REP"
"P60019205","FINCH, AUDEN HENRY MR. ESQ.","IND"
"P60019213","NAYLOR, KATIE D","IND"
"P60019221","HOUSTON, MATTHEW MONTGOMERY","DEM"
"P60019247","TIMMY, TIM","CNC"
"P60019254","MAILLOUX, LUCY ISABEL MRS","IND"
"P60019262","OSTROW, BEN","IND"
"P60019270","PESCAROLO, DYLAN JACOB","IND"
"P60019288","OF LEPPERT, MICHAEL ANDREW DUKE","OTH"
"P60019296","CARREON, EMILIO","IDP"
"P60019304","ADAMS, PAUL R","IND"
"P60019312","WILLIAMS, JULIAN ALPHONSE","REP"
"P60019320","AVERSA, RICHARD MR.","DEM"
"P60019338","MICHLER, THOMAS EDWARD","IND"
"P60019346","ESTRADA, LUIS CARLOS MR.","DEM"
"P60019353","SELEY, MICHAEL TRINH MR.","REP"
"P60019361","FAMILONI, TAIWO JACOB","IND"
"P60019379","BUCKINGHAM, LUKE","UN"
"P60019387","LAYTON, NYLE BENJAMIN MR","REP"
"P60019395","L'EFFETPAP', SUR CANAL+","UN"
"P60019403","ZELAYA, DANNY","IND"
"P60019411","AL? N?R?, M?RZ? &#7716;USAYN PROPHET","CNC"
"P60019429","WEED, DANK ASS","IND"
"P60019437","DEPEW, JENNIFER ROBIN MS R.D.","IND"
"P60019445","WARLORD STOCK, LUTHER T. THE MERCILESS","UNK"
"P60019452","PIERCE, GEORGE VINCENT","LIB"
"P60019460","WEGRZYNOWSKI, JEFFREY ALLEN DR","REP"
"P60019478","NEWMAN, DAN POE MR","DEM"
"P60019486","GROTH, EDWARD TIPTON","NNE"
"P60019494","ZITELLO, TAMORA V","REP"
"P60019502","KARPACS, GEORGE A","REP"
"P60019510","REN, KYLO","PFP"
"P60019528","ARLINE, FREDERIC LEE","IND"
"P60019536","JILMORE, GIM","GWP"
"P60019544","SHWARTZ, FELIPE","OTH"
"P60019551","PCOLA, JOSEPH CASH","DEM"
"P60019569","COHEN, LARRY JOE (LAWRENCE)","DEM"
"P60019577","KIEVMAN, MEIKO MIYAGAWA","IND"
"P60019585","SPICER, LUKE GREGORY BIXBY MASTER","W"
"P60019593","FRANZE, JOSEPH BRIAN","IND"
"P60019601","PCOLA, SKYLAR TRISHA ALLISON HOLLY","DEM"
"P60019619","KENNELLY, KRISTEN","DEM"
"P60019627","RAFF, RIFF","W"
"P60019635","WADE, ASHTON","REP"
"P60019643","YAVDAQ QAMDU'DAJ LIS GHARGH JE, NUJ TI","NPA"
"P60019650","LUCKETT, ANTHONY","FRE"
"P60019668","GEORGE, JEFF","NPA"
"P60019684","WALTZ, SHAWN JEFFERY","W"
"P60019692","BARZ, MICHAEL THOMAS MR.","OTH"
"P60019700","WEBSTER, ROBERT RONALD JR","IND"
"P60019718","DUNBAR, MARK OWEN MR","REP"
"P60019726","D-23, MEGATRON THE","DEC"
"P60019734","REMLIN, LOUIS","IND"
"P60019742","KETENBRINK, BILLY JOE MR","REP"
"P60019759","GOD, FOR PRESIDENT","REP"
"P60019767","O'GRADY, TREVOR MICHEAL DEVEN","OTH"
"P60019775","BARANOWSKI, MICHAEL KAZIMER","NPA"
"P60019783","FLAHERTY, FINN MR.","IND"
"P60019791","MOOYE, ALAMYE","COM"
"P60019809","PEREA, DANIEL","IND"
"P60019817","WILLIAMS III, LINEL","IND"
"P60019825","LILLY, LAMONT","OTH"
"P60019833","BATCHER, SCOTT GERALD","REP"
"P60019841","GRAY-OR ELSE JUST HOSANNA, JESSE OLIVE","DEM"
"P60019858","FAULHABER, CHRISTOPHER M","LIB"
"P60019866","YORK, AMOS DALTON","DEM"
"P60019874","EICHOLTZ, LILLY JEWEL MS.","DEM"
"P60019882","RAY, MICHAEL ROBERT","IND"
"P60019890","CLEMENTS, THOMAS PATRICK","LIB"
"P60019908","DANIEL, DAMN","IND"
"P60019916","WELDEMICAEL, HENOK ATO","IND"
"P60019924","LAMONT, JOSEPH RYAN","IND"
"P60019932","MORCHAK, CHRISTOPHER CARNEY","REP"
"P60019940","THOMAS, MARY MS","DEM"
"P60019957","VANS, DANIEL WHITE DAMN.","DEM"
"P60019965","ADAMS, PHILIP MONROE III","UNK"
"P60019973","HOPKINS, RICHARD PAUL","IND"
"P60019981","HAMMOND, EMANUEL DCLAIBORNE MR NONE","AIP"
"P60019999","OTIS, JAMES LAMBERT","REP"
"P60020005","HYDROX, COOKIE","W"
"P60020013","ZANUSZZI, WALTER J III","IND"
"P60020021","RANCK, CONNOR JORDAN","REP"
"P60020039","WINSLOW, ROLAND KING II","LBL"
"P60020047","VAN DUREN, GABRIEL ELIAS","IND"
"P60020054","DEAL, GARY DEAN MR.","IND"
"P60020062","STARBUREIY, LINK","W"
"P60020070","FRANKU, PAPA","JCN"
"P60020088","GOELLNER, JOSHUA JAMES","IND"
"P60020096","LANTZ, TOM","W"
"P60020104","ZARIKTA, DAVID MR","REP"
"P60020112","ANGRA, KRISH","IND"
"P60020120","NELSON, EDWARD","DEM"
"P60020138","PACICH, DANIEL MICHAEL","LAB"
"P60020146","D'AURA, JOHN 'KINGTAMER'","OTH"
"P60020153","SMITH, JUSTIN N","W"
"P60020161","MATTFLORES, THE MR. ESQ.","UN"
"P60020179","PLOEGER, JEREMY LEE","IND"
